run_id,timestamp_ms,raw_m,filtered_m,residual_m,label
16,248369,11.67,11.80,-0.13,0
16,248492,11.56,11.71,-0.15,0
16,248610,11.48,11.62,-0.14,0
16,248994,11.49,11.57,-0.08,0
16,249138,11.45,11.52,-0.07,0
16,249306,11.36,11.46,-0.10,0
16,249354,11.36,11.42,-0.06,0
16,249512,11.00,11.26,-0.26,0
16,249595,10.88,11.11,-0.23,0
16,249788,10.75,10.97,-0.22,0
16,249846,10.62,10.83,-0.21,0
16,249929,10.55,10.72,-0.17,0
16,250062,10.42,10.60,-0.18,0
16,250255,10.52,10.57,-0.05,0
16,250313,10.70,10.62,0.08,0
16,250396,10.78,10.68,0.10,0
16,250700,10.49,10.61,-0.12,0
16,250868,9.87,10.32,-0.45,0
16,250901,9.67,10.07,-0.40,0
16,251044,9.38,9.80,-0.42,0
16,251227,9.28,9.60,-0.32,0
16,251260,9.32,9.49,-0.17,0
16,251408,9.20,9.38,-0.18,0
16,251516,9.34,9.36,-0.02,0
16,251719,9.63,9.47,0.16,0
16,251983,9.47,9.47,0.00,0
16,252092,9.06,9.31,-0.25,0
16,252210,8.74,9.09,-0.35,0
16,252428,8.21,8.74,-0.53,0
16,252536,8.12,8.50,-0.38,0
16,252644,7.92,8.27,-0.35,0
16,252727,7.91,8.13,-0.22,0
16,252835,7.70,7.96,-0.26,0
16,252978,7.79,7.90,-0.11,0
16,253121,7.82,7.87,-0.05,0
16,253254,7.44,7.70,-0.26,0
16,253292,7.37,7.57,-0.20,0
16,253505,5.94,6.93,-0.99,0
16,253603,5.56,6.40,-0.84,0
16,253651,5.37,6.00,-0.63,0
16,253794,5.01,5.61,-0.60,0
16,253937,4.69,5.25,-0.56,0
16,254010,4.61,5.00,-0.39,0
16,254213,4.55,4.83,-0.28,0
16,254296,4.28,4.61,-0.33,0
16,254444,3.55,4.20,-0.65,0
16,254502,3.22,3.82,-0.60,0
16,254680,2.61,3.35,-0.74,0
16,254803,2.42,2.98,-0.56,0
16,254911,2.38,2.75,-0.37,0
16,255004,2.22,2.54,-0.32,0
16,255152,1.95,2.31,-0.36,0
16,255245,1.97,2.18,-0.21,0
16,255353,1.85,2.05,-0.20,0
16,255511,1.73,1.92,-0.19,0
16,255584,1.71,1.84,-0.13,0
16,255787,1.53,1.72,-0.19,0
16,255905,1.50,1.63,-0.13,0
16,255968,1.46,1.57,-0.11,0
16,256076,1.28,1.45,-0.17,0
16,256204,1.34,1.41,-0.07,0
16,256327,1.28,1.36,-0.08,0
16,256470,1.25,1.32,-0.07,0
17,308548,11.97,12.02,-0.05,0
17,308566,12.01,12.02,-0.01,0
17,308764,11.98,12.00,-0.02,0
17,308872,12.03,12.01,0.02,0
17,308945,12.02,12.02,0.00,0
17,309063,11.97,12.00,-0.03,0
17,309196,11.99,11.99,-0.00,0
17,309364,11.94,11.97,-0.03,0
17,309437,11.93,11.96,-0.03,0
17,309535,12.02,11.98,0.04,0
17,309678,11.97,11.98,-0.01,0
17,309846,11.95,11.97,-0.02,0
17,309879,11.87,11.93,-0.06,0
17,310687,11.46,11.75,-0.29,0
17,310780,11.34,11.59,-0.25,0
17,310878,11.17,11.42,-0.25,0
17,311021,10.82,11.19,-0.37,0
17,311104,10.63,10.97,-0.34,0
17,311307,10.10,10.63,-0.53,0
17,311335,10.08,10.42,-0.34,0
17,311463,9.80,10.18,-0.38,0
17,311646,9.44,9.89,-0.45,0
17,311704,9.25,9.64,-0.39,0
17,311907,8.65,9.25,-0.60,0
17,312005,7.98,8.76,-0.78,0
17,312123,7.60,8.30,-0.70,0
17,312196,7.43,7.96,-0.53,0
17,312364,6.88,7.54,-0.66,0
17,312497,6.55,7.15,-0.60,0
17,312570,6.39,6.86,-0.47,0
17,312713,5.70,6.40,-0.70,0
17,312771,5.52,6.06,-0.54,0
17,312979,4.98,5.64,-0.66,0
17,313107,4.64,5.25,-0.61,0
17,313170,4.36,4.90,-0.54,0
17,313243,4.17,4.62,-0.45,0
17,313431,3.81,4.30,-0.49,0
17,313494,3.72,4.07,-0.35,0
17,313612,3.23,3.74,-0.51,0
17,313735,2.82,3.38,-0.56,0
17,313888,2.54,3.05,-0.51,0
17,314056,2.35,2.78,-0.43,0
17,314119,2.03,2.49,-0.46,0
17,314262,1.76,2.20,-0.44,0
17,314430,1.52,1.94,-0.42,0
17,314478,1.42,1.73,-0.31,0
17,314631,1.21,1.53,-0.32,0
17,314719,1.15,1.38,-0.23,0
17,314907,1.22,1.32,-0.10,0
17,314970,1.15,1.25,-0.10,0
17,315053,1.16,1.22,-0.06,0
17,315186,1.12,1.18,-0.06,0
18,349879,11.46,11.29,0.17,0
18,349897,11.46,11.36,0.10,0
18,350095,11.58,11.45,0.13,0
18,350203,11.64,11.52,0.12,0
18,350276,11.69,11.59,0.10,0
18,350394,11.68,11.62,0.06,0
18,350527,11.84,11.71,0.13,0
18,350695,11.94,11.80,0.14,0
18,350768,11.93,11.85,0.08,0
18,350861,11.98,11.90,0.08,0
18,351009,12.09,11.97,0.12,0
18,351177,12.06,12.01,0.05,0
18,351210,12.12,12.05,0.07,0
18,351393,11.99,12.03,-0.04,0
18,351824,11.62,11.87,-0.25,0
18,352017,11.54,11.74,-0.20,0
18,352205,11.36,11.59,-0.23,0
18,352349,11.40,11.52,-0.12,0
18,352437,11.36,11.46,-0.10,0
18,352640,10.55,11.10,-0.55,0
18,352663,10.53,10.88,-0.35,0
18,352796,10.22,10.62,-0.40,0
18,352974,9.89,10.34,-0.45,0
18,353037,9.81,10.13,-0.32,0
18,353335,9.11,9.73,-0.62,0
18,353454,8.69,9.33,-0.64,0
18,353527,8.31,8.93,-0.62,0
18,353695,8.17,8.63,-0.46,0
18,353828,7.37,8.14,-0.77,0
18,353901,7.40,7.85,-0.45,0
18,354044,7.00,7.52,-0.52,0
18,354102,6.85,7.26,-0.41,0
18,354305,6.23,6.86,-0.63,0
18,354438,5.93,6.49,-0.56,0
18,354501,5.86,6.25,-0.39,0
18,354569,5.66,6.02,-0.36,0
18,354762,5.06,5.64,-0.58,0
18,354825,4.77,5.30,-0.53,0
18,354943,4.49,4.99,-0.50,0
18,355061,4.15,4.66,-0.51,0
18,355219,3.73,4.30,-0.57,0
18,355387,3.55,4.01,-0.46,0
18,355445,3.43,3.78,-0.35,0
18,355593,2.85,3.42,-0.57,0
18,355761,2.66,3.12,-0.46,0
18,355809,2.57,2.91,-0.34,0
18,355962,2.13,2.60,-0.47,0
18,356045,1.89,2.32,-0.43,0
18,356238,1.70,2.08,-0.38,0
18,356301,1.69,1.93,-0.24,0
18,356384,1.62,1.81,-0.19,0
18,356517,1.29,1.61,-0.32,0
18,356705,1.12,1.42,-0.30,0
18,356768,1.11,1.30,-0.19,0
18,356851,1.09,1.22,-0.13,0
18,357054,1.09,1.17,-0.08,0
18,357152,1.05,1.12,-0.07,0
19,378317,12.35,12.27,0.08,0
19,378460,12.44,12.35,0.09,0
19,380343,12.82,12.54,0.28,0
19,380511,12.73,12.61,0.12,0
19,380584,12.69,12.64,0.05,0
19,380777,12.54,12.60,-0.06,0
19,380870,12.41,12.53,-0.12,0
19,380968,12.35,12.46,-0.11,0
19,381111,12.20,12.36,-0.16,0
19,381194,12.15,12.28,-0.13,0
19,381402,11.95,12.15,-0.20,0
19,381425,11.88,12.04,-0.16,0
19,381795,11.47,11.82,-0.35,0
19,381998,11.11,11.54,-0.43,0
19,382096,10.92,11.30,-0.38,0
19,382214,10.85,11.12,-0.27,0
19,382287,10.62,10.93,-0.31,0
19,382455,10.20,10.64,-0.44,0
19,382588,10.09,10.43,-0.34,0
19,382661,10.00,10.26,-0.26,0
19,382864,9.47,9.95,-0.48,0
19,383068,8.87,9.53,-0.66,0
19,383201,8.75,9.23,-0.48,0
19,383259,8.57,8.97,-0.40,0
19,383332,8.33,8.72,-0.39,0
19,383525,8.11,8.48,-0.37,0
19,383583,7.95,8.27,-0.32,0
19,383706,7.65,8.03,-0.38,0
19,383824,7.11,7.67,-0.56,0
19,383982,6.97,7.40,-0.43,0
19,384150,6.61,7.09,-0.48,0
19,384208,6.52,6.87,-0.35,0
19,384351,6.40,6.68,-0.28,0
19,384519,6.16,6.48,-0.32,0
19,384567,6.09,6.33,-0.24,0
19,384725,5.76,6.11,-0.35,0
19,384808,5.71,5.95,-0.24,0
19,385001,5.37,5.72,-0.35,0
19,385059,5.40,5.60,-0.20,0
19,385142,5.17,5.43,-0.26,0
19,385275,5.35,5.40,-0.05,0
19,385468,5.40,5.40,0.00,0
19,385526,5.34,5.38,-0.04,0
19,385614,5.20,5.31,-0.11,0
19,385817,4.43,4.96,-0.53,0
19,385910,4.23,4.68,-0.45,0
19,386078,4.14,4.47,-0.33,0
19,386116,4.06,4.31,-0.25,0
19,386259,3.94,4.16,-0.22,0
19,386442,4.07,4.13,-0.06,0
19,386475,4.01,4.08,-0.07,0
19,386618,3.76,3.96,-0.20,0
19,386726,3.49,3.77,-0.28,0
19,386909,3.15,3.53,-0.38,0
19,386932,2.99,3.32,-0.33,0
19,387065,2.76,3.10,-0.34,0
19,387198,2.53,2.88,-0.35,0
19,387306,2.42,2.70,-0.28,0
19,387424,2.32,2.55,-0.23,0
19,387642,2.15,2.39,-0.24,0
19,387750,2.02,2.25,-0.23,0
19,387858,1.87,2.10,-0.23,0
19,387941,1.86,2.01,-0.15,0
19,388049,1.74,1.90,-0.16,0
20,422652,12.06,12.32,-0.26,0
20,422951,11.84,12.13,-0.29,0
20,423024,11.76,11.98,-0.22,0
20,423167,11.57,11.82,-0.25,0
20,423431,11.12,11.55,-0.43,0
20,423696,10.96,11.32,-0.36,0
20,424186,10.43,10.97,-0.54,0
20,424345,10.12,10.64,-0.52,0
20,424931,9.32,10.12,-0.80,0
20,425090,9.19,9.76,-0.57,0
20,425425,8.82,9.39,-0.57,0
20,425638,8.36,8.99,-0.63,0
20,425973,7.96,8.59,-0.63,0
20,426182,7.82,8.29,-0.47,0
20,426275,7.81,8.10,-0.29,0
20,426478,7.46,7.85,-0.39,0
20,426622,7.10,7.56,-0.46,0
20,426805,6.80,7.26,-0.46,0
20,426838,6.75,7.06,-0.31,0
20,426986,6.61,6.89,-0.28,0
20,427094,6.44,6.71,-0.27,0
20,427272,6.27,6.54,-0.27,0
20,427295,6.29,6.44,-0.15,0
20,427428,6.29,6.38,-0.09,0
20,427561,6.07,6.26,-0.19,0
20,427669,5.85,6.10,-0.25,0
20,427787,5.61,5.91,-0.30,0
20,428111,5.23,5.64,-0.41,0
20,428219,5.07,5.42,-0.35,0
20,428302,4.95,5.24,-0.29,0
20,428410,4.89,5.10,-0.21,0
20,428558,4.92,5.03,-0.11,0
20,428701,4.72,4.91,-0.19,0
20,428829,4.48,4.74,-0.26,0
20,428867,4.45,4.63,-0.18,0
20,429085,4.23,4.47,-0.24,0
20,429178,4.00,4.29,-0.29,0
20,429226,4.10,4.21,-0.11,0
20,429374,3.69,4.01,-0.32,0
20,429517,3.75,3.91,-0.16,0
20,429590,3.73,3.84,-0.11,0
20,429873,3.38,3.66,-0.28,0
20,430077,2.94,3.38,-0.44,0
20,430261,2.81,3.16,-0.35,0
20,430379,2.82,3.03,-0.21,0
20,430487,2.63,2.87,-0.24,0
20,430585,2.63,2.78,-0.15,0
20,430728,2.57,2.70,-0.13,0
20,431087,2.22,2.51,-0.29,0
20,431161,2.08,2.34,-0.26,0
20,431364,1.97,2.20,-0.23,0
20,431482,1.81,2.05,-0.24,0
20,431545,1.66,1.90,-0.24,0
20,431653,1.73,1.83,-0.10,0
20,431781,1.77,1.81,-0.04,0
21,474866,8.53,8.54,-0.01,0
21,474959,8.57,8.55,0.02,0
21,475057,8.67,8.60,0.07,0
21,475285,8.68,8.63,0.05,0
21,475510,8.82,8.70,0.12,0
21,475884,8.22,8.51,-0.29,0
21,476088,8.36,8.45,-0.09,0
21,476186,8.19,8.35,-0.16,0
21,476304,8.09,8.25,-0.16,0
21,476377,7.79,8.07,-0.28,0
21,476545,7.74,7.94,-0.20,0
21,476678,7.73,7.86,-0.13,0
21,476746,7.46,7.70,-0.24,0
21,476894,7.38,7.58,-0.20,0
21,476952,7.44,7.52,-0.08,0
21,477155,7.06,7.34,-0.28,0
21,477288,7.10,7.25,-0.15,0
21,477346,7.05,7.17,-0.12,0
21,477419,6.99,7.10,-0.11,0
21,477612,6.75,6.96,-0.21,0
21,477670,6.53,6.79,-0.26,0
21,477914,6.30,6.60,-0.30,0
21,478067,5.98,6.36,-0.38,0
21,478608,5.43,6.00,-0.57,0
21,478656,5.29,5.72,-0.43,0
21,478814,5.00,5.44,-0.44,0
21,478897,4.93,5.24,-0.31,0
21,479085,4.67,5.02,-0.35,0
21,479148,4.61,4.86,-0.25,0
21,479231,4.55,4.74,-0.19,0
21,479364,4.41,4.61,-0.20,0
21,479557,4.32,4.50,-0.18,0
21,479615,4.21,4.38,-0.17,0
21,479698,4.02,4.24,-0.22,0
21,479901,3.68,4.02,-0.34,0
21,479999,3.51,3.82,-0.31,0
21,480167,3.43,3.67,-0.24,0
21,480205,3.34,3.54,-0.20,0
21,480348,3.15,3.39,-0.24,0
21,480526,3.11,3.28,-0.17,0
21,480564,3.02,3.18,-0.16,0
21,480707,2.99,3.10,-0.11,0
21,480815,2.83,3.00,-0.17,0
21,480993,2.48,2.80,-0.32,0
21,481021,2.44,2.66,-0.22,0
21,481149,2.50,2.60,-0.10,0
21,481282,2.21,2.45,-0.24,0
21,481390,2.00,2.27,-0.27,0
21,481513,2.00,2.17,-0.17,0
21,481726,1.80,2.02,-0.22,0
21,481834,1.77,1.92,-0.15,0
21,481942,1.61,1.80,-0.19,0
21,482025,1.49,1.68,-0.19,0
21,482133,1.51,1.61,-0.10,0
