run_id,timestamp_ms,x,y,vx,vy,label
1,371814,-0.33,-0.01,0.0,0.0,1
1,371915,-0.33,-0.01,0.0,0.0,1
1,372017,-0.33,-0.01,0.0,0.0,1
1,372118,-0.33,-0.01,0.0,0.0,1
1,372218,-0.33,-0.01,0.0,0.0,1
1,372318,-0.33,-0.01,0.0,0.0,1
1,372420,-0.32,-0.03,0.01,-0.04,1
1,372521,-0.32,-0.03,0.0,0.0,1
1,372623,-0.32,-0.04,0.01,-0.04,1
1,372725,-0.32,-0.04,0.0,-0.03,1
1,372825,-0.32,-0.04,0.0,-0.03,1
1,372925,-0.32,-0.04,0.0,-0.03,1
1,373027,-0.32,-0.03,-0.0,0.03,1
1,373127,-0.32,-0.03,-0.0,0.03,1
1,373227,-0.32,-0.03,-0.0,0.03,1
1,373328,-0.32,-0.03,0.0,0.0,1
1,373429,-0.32,-0.03,0.0,0.0,1
1,374133,-0.32,-0.03,0.0,-0.03,1
1,374233,-0.32,-0.03,0.0,-0.03,1
1,374333,-0.32,-0.03,0.0,-0.03,1
1,374434,-0.32,-0.03,0.0,0.0,1
1,374534,-0.32,-0.03,0.0,0.0,1
1,374736,-0.34,-0.02,-0.04,0.05,1
1,374838,-0.34,-0.02,-0.03,0.04,1
1,374938,-0.34,-0.02,-0.03,0.04,1
1,375039,-0.34,-0.02,0.0,0.0,1
1,375140,-0.34,-0.02,0.0,0.0,1
1,375240,-0.34,-0.02,0.0,0.0,1
1,376344,-0.32,-0.03,0.05,-0.05,1
1,376444,-0.32,-0.03,0.05,-0.05,1
1,376546,-0.32,-0.03,0.03,-0.03,1
1,376647,-0.32,-0.03,0.0,0.0,1
1,376747,-0.32,-0.03,0.0,0.0,1
1,376847,-0.32,-0.03,0.0,0.0,1
1,376949,-0.32,-0.03,-0.02,0.01,1
1,377049,-0.32,-0.03,-0.02,0.01,1
1,377149,-0.32,-0.03,-0.02,0.01,1
1,377251,-0.32,-0.02,0.01,0.03,1
1,377351,-0.32,-0.02,0.01,0.03,1
1,377451,-0.32,-0.02,0.01,0.03,1
1,377552,-0.32,-0.02,0.0,0.0,1
1,377653,-0.32,-0.02,0.0,0.0,1
1,378957,-0.33,-0.03,-0.03,-0.04,1
1,379057,-0.33,-0.03,-0.03,-0.04,1
1,379159,-0.33,-0.03,-0.0,0.01,1
1,379259,-0.33,-0.03,-0.0,0.01,1
1,379359,-0.33,-0.03,-0.0,0.01,1
1,379460,-0.33,-0.03,0.0,0.0,1
