run_id,timestamp_ms,x,y,vx,vy,label
1,694595,-3.55,-2.92,0.0,0.0,0
1,694695,-3.55,-2.92,0.0,0.0,0
1,694796,-3.55,-2.92,0.0,0.0,0
1,694897,-3.55,-2.92,0.0,0.0,0
1,694997,-3.55,-2.92,0.0,0.0,0
1,695099,-3.61,-2.81,-0.12,0.21,0
1,695201,-3.61,-2.81,-0.1,0.17,0
1,695302,-3.61,-2.81,0.0,0.0,0
1,695404,-3.56,-2.85,0.11,-0.08,0
1,695506,-3.54,-2.88,0.16,-0.14,0
1,695606,-3.54,-2.88,0.16,-0.14,0
1,695706,-3.54,-2.88,0.16,-0.14,0
1,695808,-3.51,-2.9,0.09,-0.08,0
1,695908,-3.51,-2.9,0.09,-0.08,0
1,696008,-3.51,-2.9,0.09,-0.08,0
1,696109,-3.51,-2.9,0.0,0.0,0
1,696209,-3.51,-2.9,0.0,0.0,0
1,697412,-3.18,-2.25,0.31,0.81,0
1,697512,-3.18,-2.25,0.31,0.81,0
1,697613,-3.18,-2.25,0.0,0.0,0
1,697714,-3.18,-2.25,0.0,0.0,0
1,697814,-3.18,-2.25,0.0,0.0,0
1,699017,-2.59,-1.7,0.41,-0.06,0
1,699117,-2.59,-1.7,0.41,-0.06,0
1,699217,-2.59,-1.7,0.41,-0.06,0
1,699319,-2.43,-1.63,0.55,0.21,0
1,699421,-2.4,-1.62,0.45,0.2,0
1,699521,-2.4,-1.62,0.45,0.2,0
1,699622,-2.4,-1.62,0.0,0.0,0
1,699722,-2.4,-1.62,0.0,0.0,0
1,699822,-2.4,-1.62,0.0,0.0,0
1,701526,-1.6,-0.66,0.0,0.0,0
1,701628,-1.6,-0.66,0.0,0.0,0
1,701728,-1.6,-0.66,0.0,0.0,0
1,701830,-1.51,-0.59,0.34,0.27,0
1,701932,-1.5,-0.58,0.29,0.23,0
1,702032,-1.5,-0.58,0.29,0.23,0
1,702133,-1.5,-0.58,0.0,0.0,0
1,702234,-1.5,-0.58,0.0,0.0,0
1,702334,-1.5,-0.58,0.0,0.0,0
1,702537,-1.25,-0.29,0.41,0.52,0
1,702637,-1.25,-0.29,0.41,0.52,0
1,702737,-1.25,-0.29,0.41,0.52,0
1,702839,-1.18,-0.21,0.3,0.35,0
1,702939,-1.18,-0.21,0.3,0.35,0
1,703039,-1.18,-0.21,0.3,0.35,0
1,703139,-1.18,-0.21,0.3,0.35,0
1,703240,-1.18,-0.21,0.0,0.0,0
1,703843,-1.18,-0.32,0.0,0.0,0
1,703944,-1.18,-0.32,0.0,0.0,0
1,704044,-1.18,-0.32,0.0,0.0,0
1,704648,-1.16,-0.27,0.0,0.0,0
1,704749,-1.16,-0.27,0.0,0.0,0
1,704850,-1.16,-0.27,0.0,0.0,0
1,704950,-1.16,-0.27,0.0,0.0,0
1,705753,-1.16,-0.27,0.0,0.0,0
1,705854,-1.16,-0.27,0.0,0.0,0
1,706357,-1.15,-0.27,0.0,0.0,0
1,706458,-1.15,-0.27,0.0,0.0,0
1,706558,-1.15,-0.27,0.0,0.0,0
1,706659,-1.15,-0.27,0.0,0.0,0
1,707263,-1.15,-0.27,0.0,0.0,0
1,707364,-1.15,-0.27,0.0,0.0,0
1,707464,-1.15,-0.27,0.0,0.0,0
1,708068,-1.19,-0.31,0.0,0.0,0
1,708472,-1.16,-0.27,0.0,0.0,0
1,708875,-1.15,-0.27,0.0,0.0,0
1,708976,-1.15,-0.27,0.0,0.0,0
1,709076,-1.15,-0.27,0.0,0.0,0
1,709880,-1.15,-0.28,0.0,0.0,0
1,709981,-1.15,-0.28,0.0,0.0,0
1,710081,-1.15,-0.28,0.0,0.0,0
1,710886,-1.2,-0.3,0.0,0.0,0
1,710987,-1.2,-0.3,0.0,0.0,0
1,711088,-1.2,-0.3,0.0,0.0,0
1,711189,-1.2,-0.3,0.0,0.0,0
1,712092,-1.2,-0.28,0.0,0.0,0
1,712494,-1.19,-0.3,0.0,0.0,0
1,712594,-1.19,-0.3,0.0,0.0,0
2,62585,-3.38,0.3,0.0,0.0,0
2,62687,-3.38,0.3,0.0,0.0,0
2,62787,-3.38,0.3,0.0,0.0,0
2,62888,-3.38,0.3,0.0,0.0,0
2,62990,-3.38,0.3,-0.0,-0.01,0
2,63090,-3.38,0.3,-0.0,-0.01,0
2,63192,-3.38,0.3,-0.0,-0.01,0
2,63293,-3.38,0.3,0.0,0.0,0
2,63395,-3.38,0.34,-0.01,0.11,0
2,63497,-3.38,0.36,-0.01,0.13,0
2,63599,-3.39,0.37,-0.01,0.13,0
2,63699,-3.39,0.37,-0.01,0.13,0
2,63799,-3.39,0.37,-0.01,0.13,0
2,63901,-3.35,0.09,0.08,-0.69,0
2,64001,-3.35,0.09,0.08,-0.69,0
2,64101,-3.35,0.09,0.08,-0.69,0
2,64202,-3.35,0.09,0.0,0.0,0
2,64303,-3.35,0.09,0.0,0.0,0
2,64806,-2.91,-0.01,0.73,0.25,0
2,64907,-2.91,-0.01,0.0,0.0,0
2,65008,-2.91,-0.01,0.0,0.0,0
2,65109,-2.91,-0.01,0.0,0.0,0
2,65210,-2.91,-0.01,0.0,0.0,0
2,65412,-2.56,0.03,0.54,0.01,0
2,65514,-2.55,0.02,0.44,-0.0,0
2,65615,-2.55,0.02,0.0,0.0,0
2,65716,-2.55,0.02,0.0,0.0,0
2,65817,-2.55,0.02,0.0,0.0,0
2,65918,-2.55,0.02,0.0,0.0,0
2,67022,-1.69,0.01,0.67,-0.01,0
2,67124,-1.66,0.01,0.56,-0.01,0
2,67225,-1.66,0.01,0.0,0.0,0
2,67327,-1.53,0.0,0.61,-0.04,0
2,67429,-1.5,-0.0,0.53,-0.04,0
2,67529,-1.5,-0.0,0.53,-0.04,0
2,67630,-1.5,-0.0,0.0,0.0,0
2,67732,-1.33,-0.04,0.56,-0.09,0
2,67834,-1.31,-0.04,0.46,-0.08,0
2,67935,-1.31,-0.04,0.0,0.0,0
