run_id,timestamp_ms,x,y,vx,vy,label
1,928905,-0.41,-0.12,0.0,0.0,2
1,929006,-0.41,-0.12,0.0,0.0,2
1,929106,-0.41,-0.12,0.0,0.0,2
1,929208,-0.42,-0.13,-0.03,-0.04,2
1,929310,-0.42,-0.13,-0.03,-0.03,2
1,929410,-0.42,-0.13,-0.03,-0.03,2
1,929511,-0.42,-0.13,0.0,0.0,2
1,929613,-0.45,-0.18,-0.09,-0.15,2
1,929713,-0.45,-0.18,-0.09,-0.15,2
1,929815,-0.45,-0.19,-0.06,-0.1,2
1,929916,-0.45,-0.19,0.0,0.0,2
1,930016,-0.45,-0.19,0.0,0.0,2
1,930118,-0.59,-0.29,-0.42,-0.27,2
1,930220,-0.62,-0.3,-0.37,-0.23,2
1,930320,-0.62,-0.3,-0.37,-0.23,2
1,930421,-0.62,-0.3,0.0,0.0,2
1,930522,-0.62,-0.3,0.0,0.0,2
1,930623,-0.62,-0.3,0.0,0.0,2
1,931026,-0.92,-0.23,-0.38,0.33,2
1,931128,-0.94,-0.2,-0.33,0.3,2
1,931228,-0.94,-0.2,-0.33,0.3,2
1,931329,-0.94,-0.2,0.0,0.0,2
1,931430,-0.94,-0.2,0.0,0.0,2
1,931531,-0.94,-0.2,0.0,0.0,2
1,931633,-1.23,-0.21,-0.63,-0.06,2
1,931735,-1.27,-0.23,-0.56,-0.09,2
1,931835,-1.27,-0.23,-0.56,-0.09,2
1,931935,-1.27,-0.23,-0.56,-0.09,2
1,932036,-1.27,-0.23,0.0,0.0,2
1,932137,-1.27,-0.23,0.0,0.0,2
1,933545,-0.52,-0.01,0.0,0.0,2
1,933948,-0.18,0.05,0.0,0.0,2
1,934048,-0.18,0.05,0.0,0.0,2
1,934250,-2.67,-0.98,0.0,0.0,2
1,934351,-2.67,-0.98,0.0,0.0,2
1,934451,-2.67,-0.98,0.0,0.0,2
1,934552,-2.67,-0.98,0.0,0.0,2
1,935756,-3.5,-0.88,-0.61,0.08,2
1,935858,-3.52,-0.88,-0.32,0.04,2
1,935960,-3.58,-0.86,-0.47,0.08,2
1,936060,-3.58,-0.86,-0.47,0.08,2
1,936162,-3.61,-0.86,-0.25,0.04,2
1,936263,-3.61,-0.86,0.0,0.0,2
1,936363,-3.61,-0.86,0.0,0.0,2
1,936463,-3.61,-0.86,0.0,0.0,2
1,936564,-3.61,-0.86,0.0,0.0,2
1,936867,-3.83,-0.97,-0.35,-0.27,2
1,936967,-3.83,-0.97,-0.35,-0.27,2
1,937067,-3.83,-0.97,-0.35,-0.27,2
1,937169,-3.88,-0.99,-0.21,-0.13,2
1,937270,-3.88,-0.99,0.0,0.0,2
1,937371,-3.88,-0.99,0.0,0.0,2
1,937472,-3.88,-0.99,0.0,0.0,2
1,937572,-3.88,-0.99,0.0,0.0,2
1,937774,-3.84,-1.21,0.13,-0.42,2
1,937874,-3.84,-1.21,0.13,-0.42,2
1,937974,-3.84,-1.21,0.13,-0.42,2
1,938075,-3.84,-1.21,0.0,0.0,2
1,938175,-3.84,-1.21,0.0,0.0,2
1,938678,-3.83,-1.25,-0.05,0.15,2
1,938779,-3.83,-1.25,0.0,0.0,2
2,952266,-0.36,-0.24,0.0,0.0,2
